flight_number,departure_airport,arrival_airport,departure_date,arrival_date,departure_time,arrival_time,airline,passenger_count,flight_duration
3314,BFX,ESP,06/10/2022,06/20/2022,7:47 AM,9:32 PM,Delta,340,18
4693,BFX,ESP,02/25/2022,10/04/2022,7:24 PM,11:32 PM,American,285,12
7274,ESP,YFX,06/11/2022,09/14/2022,9:42 AM,1:28 AM,United,414,7
6608,BZB,YFX,07/14/2022,11/25/2022,7:10 PM,8:52 AM,American,160,19
2868,YCY,PMP,11/23/2022,12/18/2022,6:48 PM,5:9 PM,Delta,128,12
8977,BZF,BZF,10/09/2022,01/27/2022,9:31 PM,5:8 AM,Delta,11,24
8662,BZF,BZB,05/02/2022,12/26/2022,9:11 PM,8:52 AM,Delta,469,18
1269,ESP,YCY,03/15/2022,04/11/2022,9:36 PM,10:2 PM,American,385,10
3492,FYM,ESP,12/16/2022,01/18/2022,10:31 AM,5:25 AM,Delta,482,19
2481,BFO,ESP,06/22/2022,07/29/2022,7:51 PM,10:45 PM,Delta,481,15
1345,PMP,BFO,05/09/2022,05/19/2022,6:21 AM,3:40 PM,American,412,18
8807,YFX,BZB,12/10/2022,06/02/2022,1:35 AM,9:38 AM,American,474,5
6522,BZF,ESP,11/01/2022,01/03/2022,5:8 AM,12:49 AM,American,340,23
4639,PMP,ESP,04/20/2022,03/18/2022,6:3 AM,5:18 PM,United,438,6
7829,YCY,BFO,02/14/2022,11/29/2022,5:53 AM,12:1 AM,Delta,358,8
9129,BZF,BFX,12/21/2022,02/14/2022,1:3 PM,9:25 AM,Delta,38,9
5227,BCI,BZF,07/01/2022,10/21/2022,3:45 AM,1:38 AM,Delta,233,15
4602,BFO,BZB,10/23/2022,09/05/2022,5:1 PM,8:7 AM,Delta,227,14
1138,ESP,YCY,04/19/2022,05/06/2022,9:30 AM,6:11 AM,Delta,113,18
8102,BZF,ESP,04/19/2022,10/18/2022,6:18 AM,7:52 AM,Delta,64,5
3651,BZB,YCY,11/12/2022,05/30/2022,11:32 PM,4:51 AM,American,356,9
8146,BZB,BCI,07/13/2022,03/19/2022,3:40 AM,3:12 PM,American,275,2
4232,ESP,PMP,07/22/2022,02/28/2022,4:25 AM,4:49 PM,American,436,22
6608,YCY,BFO,11/07/2022,07/11/2022,6:51 AM,5:5 PM,United,411,10
5500,YCY,ESP,12/08/2022,08/13/2022,6:39 PM,11:16 AM,Delta,229,24
9308,BFX,PMP,04/05/2022,12/11/2022,6:48 PM,6:10 AM,United,152,9
8625,YFX,YCY,06/03/2022,07/07/2022,2:31 AM,6:24 AM,Delta,429,19
4621,FYM,BCI,11/25/2022,07/19/2022,10:58 PM,9:53 PM,American,98,8
2336,BFO,YFX,01/09/2022,02/15/2022,8:12 PM,1:16 PM,American,29,20
6075,PMP,BCI,05/29/2022,03/04/2022,12:7 AM,3:9 AM,Delta,165,14
2009,BFO,ESP,06/14/2022,07/11/2022,11:47 PM,10:47 AM,United,188,15
7243,FYM,BFX,01/17/2022,01/17/2022,8:5 PM,9:39 AM,United,14,19
1036,BFO,YCY,03/20/2022,02/13/2022,7:58 PM,11:15 PM,United,269,12
2769,PMP,PMP,12/23/2022,10/27/2022,1:55 PM,7:2 PM,American,115,12
4749,ESP,FYM,07/11/2022,07/28/2022,3:13 PM,12:19 PM,United,449,10
4102,ESP,YCY,12/30/2022,08/27/2022,7:1 AM,12:12 AM,United,20,2
4088,BFO,YCY,05/28/2022,07/01/2022,6:14 AM,11:46 AM,American,220,17
7708,BCI,PMP,07/15/2022,02/17/2022,7:25 PM,3:53 AM,United,243,23
3279,ESP,FYM,04/06/2022,03/29/2022,10:3 PM,7:39 AM,Delta,205,13
9617,YCY,BFX,05/17/2022,01/03/2022,8:12 PM,5:57 AM,Delta,163,2
8084,YFX,YFX,08/09/2022,05/07/2022,12:59 PM,10:33 PM,United,144,19
1792,PMP,BFX,07/27/2022,08/30/2022,7:51 PM,2:51 AM,United,38,23
5258,PMP,FYM,08/23/2022,03/12/2022,6:20 AM,3:58 AM,United,348,5
6220,ESP,BZB,07/30/2022,02/18/2022,1:35 PM,10:52 AM,United,118,15
2947,BCI,FYM,10/28/2022,12/05/2022,1:15 AM,12:40 PM,Delta,144,12
6717,YFX,BFX,06/06/2022,12/27/2022,10:41 PM,11:19 AM,American,4,3
3476,BFX,YFX,11/16/2022,05/22/2022,10:47 AM,5:53 AM,Delta,311,8
5014,YCY,BZF,05/25/2022,07/28/2022,9:19 AM,7:48 PM,Delta,401,23
5928,BZF,BZB,09/04/2022,08/23/2022,1:16 AM,6:59 AM,American,58,2
7492,BZF,PMP,05/02/2022,09/10/2022,10:55 PM,4:3 AM,United,52,5
8558,BCI,YCY,12/13/2022,05/20/2022,12:47 PM,5:45 PM,Delta,148,17
2333,BFO,BCI,02/03/2022,12/29/2022,1:59 PM,8:10 PM,United,481,11
5355,YFX,BZF,10/23/2022,07/02/2022,5:15 PM,1:3 PM,Delta,475,10
3799,YCY,BZB,11/26/2022,12/27/2022,12:32 AM,8:53 PM,American,427,10
6240,ESP,BZF,08/13/2022,02/16/2022,2:46 AM,8:46 AM,United,114,22
7491,BZF,BFO,08/31/2022,02/05/2022,3:7 AM,4:49 AM,American,438,18
6745,ESP,FYM,05/16/2022,05/31/2022,4:30 PM,4:49 AM,United,218,2
8278,PMP,BFO,12/15/2022,09/09/2022,12:51 AM,2:46 PM,American,70,17
9171,BFO,BFO,09/20/2022,05/21/2022,6:5 PM,5:6 PM,Delta,396,15
6075,ESP,BFO,01/20/2022,01/27/2022,8:43 AM,8:9 AM,American,461,15
1491,FYM,BFO,12/10/2022,08/31/2022,4:40 AM,7:16 PM,Delta,470,20
4665,FYM,BFX,10/30/2022,03/31/2022,8:30 PM,2:43 PM,American,71,12
1135,ESP,YFX,03/09/2022,07/07/2022,5:18 AM,1:27 AM,American,48,17
7462,FYM,BZB,04/05/2022,07/20/2022,7:59 AM,4:40 PM,Delta,12,18
1206,BFX,BZB,07/10/2022,11/04/2022,11:20 PM,5:50 PM,United,301,20
9006,ESP,PMP,01/08/2022,02/09/2022,2:17 PM,9:34 PM,United,349,12
8176,BZB,PMP,08/24/2022,07/08/2022,9:7 AM,1:4 AM,United,206,22
2884,BZB,BCI,03/13/2022,06/29/2022,3:23 PM,9:8 AM,American,249,17
6670,PMP,YFX,09/13/2022,03/27/2022,8:0 PM,3:36 AM,American,166,9
1406,BFO,PMP,04/24/2022,08/19/2022,3:17 PM,3:8 AM,United,113,11
5581,YFX,YCY,07/07/2022,11/30/2022,9:52 PM,11:31 AM,Delta,121,6
3475,FYM,ESP,11/09/2022,08/04/2022,8:24 AM,10:21 PM,United,361,17
3739,BZF,BFX,07/26/2022,10/22/2022,4:45 AM,7:10 PM,United,270,1
6951,FYM,PMP,12/20/2022,10/09/2022,11:10 PM,1:26 AM,United,386,12
2175,BFO,BZF,07/25/2022,11/14/2022,7:27 PM,5:12 AM,American,472,15
3975,ESP,BZF,01/15/2022,11/23/2022,4:27 AM,12:53 AM,United,40,22
8393,YCY,PMP,12/20/2022,12/29/2022,5:16 AM,4:19 PM,American,397,15
5682,PMP,PMP,03/19/2022,10/22/2022,12:34 PM,2:45 PM,American,9,2
3940,BZF,BZB,01/11/2022,12/22/2022,7:17 AM,1:34 PM,United,103,3
2891,PMP,BZF,08/30/2022,09/27/2022,7:56 AM,4:57 AM,United,250,24
9783,BFX,PMP,05/23/2022,04/20/2022,11:9 AM,4:24 PM,Delta,261,6
3555,BZF,YFX,08/25/2022,08/01/2022,4:56 PM,12:29 AM,American,7,2
1283,BFX,BCI,05/29/2022,09/12/2022,6:26 PM,9:37 PM,American,70,10
6552,YCY,PMP,06/10/2022,08/27/2022,2:40 PM,1:57 AM,United,417,6
1278,ESP,BZB,04/08/2022,05/17/2022,2:50 PM,12:45 AM,Delta,249,24
3429,FYM,FYM,12/21/2022,04/04/2022,2:55 PM,2:46 AM,American,92,20
5414,BFO,YCY,02/07/2022,03/27/2022,5:0 AM,11:32 PM,United,365,5
4607,ESP,BZB,06/12/2022,08/11/2022,3:59 AM,8:41 PM,American,244,3
5566,YFX,YCY,05/04/2022,07/01/2022,6:54 PM,11:1 AM,American,414,4
1670,BZB,PMP,10/23/2022,04/16/2022,3:49 AM,2:29 PM,American,472,11
7594,ESP,ESP,11/29/2022,10/05/2022,2:38 AM,8:36 PM,United,118,1
8191,BFX,YFX,09/18/2022,01/02/2022,4:2 PM,12:3 AM,Delta,80,13
5063,YCY,ESP,06/06/2022,05/20/2022,10:32 AM,6:50 AM,Delta,32,24
1409,YFX,YFX,05/30/2022,12/26/2022,10:59 PM,6:46 AM,United,238,19
7335,ESP,YFX,02/18/2022,11/14/2022,10:7 AM,2:53 PM,Delta,172,3
9217,PMP,BCI,03/23/2022,01/13/2022,5:55 AM,9:48 PM,American,76,6
2221,BFO,YCY,08/22/2022,02/15/2022,12:5 PM,12:38 PM,Delta,334,4
8220,YFX,BZF,07/12/2022,12/26/2022,6:24 PM,10:47 AM,American,329,5
3126,BZB,BCI,07/19/2022,06/25/2022,1:42 AM,10:46 AM,United,490,9
5639,ESP,BZB,10/02/2022,07/15/2022,5:10 AM,3:29 AM,Delta,298,3
9129,YCY,BCI,08/31/2022,08/30/2022,7:7 AM,1:9 AM,Delta,209,15
7477,FYM,ESP,01/26/2022,03/20/2022,7:18 PM,8:37 PM,United,95,12
3193,BCI,ESP,07/23/2022,08/12/2022,3:49 PM,5:29 AM,Delta,234,10
7217,PMP,BZF,06/22/2022,01/15/2022,11:10 PM,1:8 AM,United,477,14
5848,BZB,FYM,06/04/2022,02/24/2022,5:54 AM,7:21 AM,United,37,9
5662,BFX,YFX,12/05/2022,10/13/2022,2:17 PM,4:22 AM,Delta,349,1
6692,FYM,YFX,09/29/2022,06/29/2022,6:47 AM,4:59 AM,Delta,93,8
6972,PMP,PMP,03/15/2022,02/01/2022,12:50 AM,12:56 PM,Delta,442,11
3908,BFO,BCI,06/10/2022,05/07/2022,2:30 AM,1:55 PM,United,98,20
2262,ESP,BFX,05/27/2022,11/24/2022,11:18 PM,6:7 AM,Delta,125,1
8377,PMP,BCI,02/06/2022,05/25/2022,8:53 AM,4:22 AM,United,74,13
1470,YCY,ESP,02/15/2022,09/09/2022,7:54 AM,10:22 PM,United,207,2
2919,ESP,BZF,08/03/2022,08/27/2022,5:21 AM,1:14 AM,American,237,8
5844,BZF,YCY,03/11/2022,01/02/2022,4:15 PM,12:25 PM,United,407,15
4616,FYM,BFX,09/01/2022,07/13/2022,8:48 PM,6:9 PM,American,411,5
8972,BZB,YFX,09/10/2022,12/03/2022,8:53 AM,10:54 AM,American,103,2
7392,BCI,BCI,08/15/2022,06/20/2022,10:31 PM,3:22 AM,American,242,19
7610,ESP,YCY,08/14/2022,11/02/2022,6:6 PM,9:24 AM,United,109,1
3695,YCY,BFX,06/10/2022,12/04/2022,3:34 PM,8:1 AM,American,313,3
9203,BCI,FYM,07/26/2022,08/13/2022,3:34 PM,11:59 PM,Delta,69,11
2049,BZB,YFX,08/11/2022,02/25/2022,6:55 AM,5:47 PM,American,490,14
7097,BCI,YFX,04/02/2022,01/06/2022,11:49 AM,10:17 AM,Delta,100,21
2840,YFX,BFO,05/24/2022,07/03/2022,6:58 AM,6:40 PM,American,297,19
7423,BCI,BCI,02/18/2022,12/18/2022,9:27 PM,5:30 PM,American,16,10
6947,BFX,ESP,04/16/2022,03/30/2022,10:39 PM,8:33 PM,Delta,451,22
9711,PMP,PMP,04/27/2022,05/27/2022,2:50 AM,5:41 AM,United,444,13
1655,BFX,BZF,12/11/2022,01/05/2022,2:32 AM,3:8 PM,American,198,12
8108,YCY,BFX,01/24/2022,09/13/2022,7:27 AM,12:48 AM,American,455,4
8532,BZF,BCI,07/17/2022,02/18/2022,5:4 AM,8:27 AM,American,68,1
4178,FYM,ESP,01/09/2022,12/22/2022,5:58 AM,4:37 AM,United,347,19
2857,YFX,ESP,09/02/2022,06/01/2022,5:33 PM,3:43 AM,American,419,2
8943,BZB,FYM,04/13/2022,05/12/2022,3:54 PM,2:56 PM,Delta,261,5
5095,FYM,ESP,10/02/2022,07/07/2022,9:57 AM,3:36 AM,United,429,13
3951,FYM,YCY,10/31/2022,08/15/2022,9:49 AM,7:36 AM,American,273,7
2203,BZF,BFO,07/12/2022,07/17/2022,8:58 PM,8:13 AM,United,129,24
2113,ESP,ESP,05/08/2022,06/03/2022,12:35 AM,2:46 PM,American,313,9
1524,ESP,BZB,09/30/2022,09/19/2022,2:59 AM,11:21 PM,United,430,15
2586,BFO,ESP,01/18/2022,12/13/2022,2:23 PM,9:34 PM,American,30,23
2823,BFO,BZF,01/28/2022,06/27/2022,10:35 AM,2:56 PM,United,276,6
7115,BZB,YFX,06/10/2022,11/10/2022,8:32 PM,7:37 PM,American,159,5
6634,BFO,BFX,08/03/2022,10/29/2022,5:52 AM,2:23 PM,Delta,155,19
6588,YFX,PMP,11/08/2022,09/19/2022,6:39 PM,2:24 PM,United,325,3
1488,BFO,BZF,02/12/2022,01/15/2022,12:27 PM,11:20 AM,United,137,17
7554,BCI,BZB,03/01/2022,06/27/2022,10:27 PM,4:44 PM,American,125,23
9747,BFX,ESP,05/05/2022,01/17/2022,6:5 AM,5:46 PM,United,489,7
5005,BZB,BCI,12/08/2022,04/21/2022,2:1 PM,1:22 AM,Delta,197,10
7025,FYM,PMP,09/15/2022,09/14/2022,7:56 PM,3:4 PM,Delta,443,20
4193,BZF,FYM,01/08/2022,09/21/2022,7:32 PM,12:39 AM,United,406,15
6789,BZF,BCI,09/24/2022,04/03/2022,9:32 AM,11:23 PM,American,229,23
9850,PMP,BZB,03/26/2022,04/08/2022,2:18 AM,1:0 PM,Delta,279,16
5067,BFO,FYM,05/08/2022,04/01/2022,3:21 PM,2:30 PM,Delta,82,24
1207,YFX,YCY,11/24/2022,04/08/2022,12:33 AM,10:9 PM,Delta,304,19
6368,FYM,FYM,06/11/2022,07/21/2022,7:17 PM,9:57 AM,United,157,22
9191,BFX,BFO,07/16/2022,08/26/2022,1:24 PM,11:24 AM,United,343,13
7752,BZF,BZF,07/07/2022,02/19/2022,8:2 AM,3:39 AM,United,455,20
1042,BZB,BFX,01/23/2022,02/13/2022,6:24 PM,4:44 AM,United,278,20
9719,YCY,BFX,05/06/2022,01/06/2022,4:37 PM,6:21 AM,United,253,3
8562,YCY,ESP,02/02/2022,06/21/2022,4:24 PM,10:52 AM,United,243,15
8075,BZB,YCY,10/15/2022,04/22/2022,7:25 AM,3:27 PM,Delta,124,22
3222,YCY,ESP,01/14/2022,10/14/2022,11:54 PM,4:18 PM,United,243,3
9106,YCY,PMP,10/29/2022,05/04/2022,11:6 PM,4:44 AM,American,119,18
8906,BZF,ESP,02/04/2022,03/31/2022,2:15 AM,5:16 AM,American,296,2
2518,YCY,BFO,10/25/2022,02/12/2022,4:39 PM,4:50 AM,Delta,64,11
2631,BZF,BFO,07/15/2022,02/13/2022,10:4 AM,1:44 AM,United,62,7
1382,BCI,YFX,11/21/2022,10/14/2022,11:56 PM,4:49 AM,American,368,12
1829,PMP,BFX,06/11/2022,09/29/2022,12:49 PM,1:30 AM,United,315,12
9848,BFO,BFO,05/15/2022,08/05/2022,12:26 AM,3:47 PM,American,333,11
1913,BZF,YCY,03/25/2022,01/17/2022,4:33 AM,4:47 AM,Delta,41,1
1861,FYM,YFX,02/03/2022,12/29/2022,5:32 AM,12:34 AM,American,182,16
9522,BCI,BFX,08/10/2022,02/23/2022,4:49 PM,9:53 AM,American,400,8
4069,BFO,ESP,08/22/2022,11/26/2022,7:4 AM,8:15 AM,American,101,9
9026,PMP,BZF,06/12/2022,03/04/2022,2:25 AM,3:29 AM,United,464,1
4080,BCI,BCI,10/14/2022,04/13/2022,10:34 PM,7:15 AM,American,88,1
5168,FYM,BFO,08/20/2022,02/28/2022,12:15 PM,11:13 PM,Delta,182,13
6550,BZB,FYM,11/13/2022,01/03/2022,3:30 PM,12:43 PM,United,374,15
9879,BCI,BFX,05/05/2022,12/29/2022,10:31 PM,7:9 PM,United,170,21
7508,BZB,BZF,01/19/2022,09/16/2022,12:29 AM,7:20 AM,United,329,6
8712,YCY,ESP,08/24/2022,07/22/2022,2:12 AM,7:55 AM,Delta,271,11
7046,BCI,BZB,09/01/2022,11/24/2022,1:11 AM,5:47 PM,United,467,9
1687,BCI,YCY,10/12/2022,04/06/2022,2:42 PM,6:55 AM,Delta,16,10
8439,BFX,BZF,11/18/2022,12/10/2022,10:1 AM,1:44 PM,American,207,14
2921,BZF,BCI,12/05/2022,03/30/2022,4:22 PM,10:32 PM,United,335,13
4733,ESP,BFX,04/06/2022,11/16/2022,4:27 PM,6:16 AM,Delta,32,14
5322,BZF,YCY,09/01/2022,07/09/2022,12:42 PM,8:18 AM,Delta,126,19
8219,BZB,YFX,06/29/2022,08/28/2022,2:19 PM,10:52 AM,American,435,17
5633,BZB,YFX,03/11/2022,12/23/2022,2:54 AM,1:2 AM,American,367,3
3993,BFX,BZF,08/11/2022,11/27/2022,12:16 PM,4:16 PM,United,282,17
5265,BCI,ESP,12/12/2022,01/19/2022,6:42 AM,6:50 PM,American,441,3
1812,BZF,BFX,04/28/2022,05/02/2022,7:14 PM,12:31 PM,United,144,14
6225,BFO,PMP,11/17/2022,06/01/2022,1:7 PM,7:20 AM,Delta,30,4
9477,ESP,BFO,04/14/2022,03/03/2022,4:15 AM,4:20 PM,American,460,13
8520,BZB,BZB,08/22/2022,10/16/2022,7:3 PM,3:50 AM,Delta,470,2
7477,BZB,BCI,01/01/2022,08/22/2022,5:27 AM,10:0 AM,American,142,10
7343,BFX,BCI,05/19/2022,05/29/2022,11:12 PM,11:41 AM,Delta,213,15
6192,ESP,BFX,09/23/2022,06/22/2022,7:58 PM,3:6 PM,American,75,16
4666,BFX,FYM,10/27/2022,11/30/2022,4:20 AM,10:29 PM,American,83,22
4163,BFX,FYM,07/13/2022,07/18/2022,1:46 AM,12:44 AM,American,457,19
7272,ESP,YFX,04/26/2022,07/14/2022,3:41 PM,1:38 PM,United,283,7
3027,BFO,BFO,03/03/2022,04/13/2022,8:22 PM,12:16 AM,American,171,16
7457,YCY,PMP,11/06/2022,05/27/2022,3:21 PM,1:44 PM,Delta,407,23
8400,YFX,PMP,11/05/2022,06/26/2022,6:20 PM,1:56 AM,American,206,12
1574,BFX,BFO,01/10/2022,06/29/2022,10:49 AM,4:48 PM,Delta,421,16
6207,BZF,YFX,05/06/2022,01/27/2022,4:20 AM,4:16 AM,Delta,121,17
2064,BZB,BFO,12/09/2022,03/28/2022,12:18 PM,2:1 AM,Delta,326,24
4865,BZB,BFX,09/10/2022,07/20/2022,3:33 PM,6:13 AM,United,443,7
9242,BFO,BZB,04/20/2022,08/04/2022,1:2 PM,2:20 AM,Delta,367,15
3710,BZF,BZB,04/19/2022,05/23/2022,3:58 AM,9:44 AM,American,356,15
2405,ESP,BCI,02/18/2022,08/24/2022,7:21 AM,6:47 AM,Delta,480,15
7789,YCY,BCI,07/28/2022,01/08/2022,3:48 PM,9:36 PM,Delta,495,8
1916,BFO,ESP,02/01/2022,08/17/2022,9:52 PM,1:39 PM,United,451,10
7411,BFO,BCI,02/15/2022,07/29/2022,6:27 AM,9:53 PM,American,412,8
3150,BFX,ESP,05/14/2022,09/05/2022,11:6 PM,4:43 PM,United,124,17
9966,FYM,BZB,12/17/2022,06/18/2022,4:7 AM,8:44 AM,United,245,1
8055,BZB,FYM,08/31/2022,07/18/2022,8:18 PM,3:54 AM,Delta,393,14
6608,YFX,YCY,12/01/2022,11/28/2022,5:40 PM,1:12 PM,American,83,15
4213,BFX,PMP,06/19/2022,04/29/2022,11:52 PM,4:14 PM,Delta,141,22
7278,BFO,YFX,01/27/2022,08/21/2022,5:35 PM,11:49 AM,United,357,16
4094,YFX,BZB,06/24/2022,03/15/2022,12:51 PM,5:56 PM,Delta,127,17
5091,PMP,BZF,05/18/2022,05/02/2022,7:47 AM,10:4 PM,Delta,418,5
6087,BFO,BFX,12/07/2022,12/17/2022,8:39 AM,6:19 AM,United,379,6
4265,YFX,FYM,11/11/2022,09/17/2022,6:41 AM,10:56 PM,American,231,11
4787,YCY,PMP,06/21/2022,10/22/2022,6:12 PM,4:27 AM,American,13,10
7952,BZB,PMP,05/13/2022,09/29/2022,6:24 AM,12:50 AM,American,453,2
2950,YCY,BFO,01/22/2022,01/22/2022,1:30 PM,5:22 AM,American,293,24
9009,BZB,ESP,04/13/2022,06/14/2022,9:11 AM,3:48 AM,United,390,5
6354,YFX,BZF,11/22/2022,04/19/2022,8:8 PM,3:58 AM,Delta,23,12
5513,BFX,PMP,11/23/2022,12/16/2022,7:42 PM,4:34 AM,American,489,19
8951,YFX,PMP,11/14/2022,08/30/2022,12:20 AM,9:15 PM,American,358,22
7105,BZB,BFX,09/20/2022,11/22/2022,6:52 AM,6:28 PM,American,273,12
8732,PMP,FYM,01/02/2022,11/18/2022,2:8 PM,7:31 PM,Delta,59,14
3103,ESP,YFX,09/04/2022,03/04/2022,7:54 AM,8:0 PM,United,286,22
2556,BCI,ESP,02/25/2022,02/13/2022,2:26 AM,7:11 AM,American,72,23
8824,BZB,YCY,12/27/2022,12/21/2022,10:34 AM,8:55 PM,American,442,23
4711,PMP,BCI,09/15/2022,07/14/2022,10:54 AM,10:40 AM,American,247,8
4775,YFX,YCY,08/24/2022,10/22/2022,8:2 PM,2:31 AM,American,403,16
3510,BFX,FYM,01/19/2022,06/17/2022,10:10 PM,7:56 PM,United,373,7
7381,BZF,BZF,10/25/2022,01/31/2022,2:55 PM,11:44 AM,United,185,21
4078,YFX,BZB,06/03/2022,08/22/2022,10:1 AM,9:42 PM,Delta,37,18
7281,BCI,ESP,09/17/2022,11/11/2022,2:5 AM,5:51 PM,Delta,88,1
1027,BFX,BZF,06/16/2022,03/01/2022,2:8 PM,2:51 PM,American,289,14
5593,BZF,PMP,01/05/2022,01/09/2022,10:0 AM,10:0 AM,American,250,19
8290,PMP,YCY,02/16/2022,02/20/2022,8:5 AM,9:40 PM,United,438,1
1730,BZF,ESP,09/26/2022,02/12/2022,9:25 AM,5:22 AM,Delta,282,1
2661,YCY,BCI,05/20/2022,02/27/2022,6:0 PM,6:58 AM,Delta,395,21
8750,ESP,BFX,01/03/2022,04/11/2022,3:10 PM,8:5 AM,Delta,192,20
2002,ESP,BZB,09/09/2022,03/23/2022,2:3 AM,2:1 PM,Delta,471,8
8090,BCI,BFX,12/25/2022,02/08/2022,8:52 AM,5:12 PM,American,154,9
5599,YCY,YCY,05/28/2022,11/21/2022,10:18 AM,5:29 AM,American,443,4
7671,FYM,YCY,01/02/2022,03/08/2022,11:1 PM,4:42 AM,American,323,7
6250,PMP,BZB,08/14/2022,02/10/2022,5:47 PM,4:33 PM,United,478,23
6902,FYM,ESP,06/06/2022,02/18/2022,3:6 AM,8:36 PM,American,202,17
9566,BCI,FYM,07/09/2022,09/25/2022,12:17 PM,6:3 AM,Delta,390,15
2282,BCI,PMP,01/07/2022,08/02/2022,7:34 AM,10:48 PM,American,401,10
5173,ESP,FYM,11/21/2022,07/18/2022,3:34 PM,3:27 PM,American,425,6
8950,BZB,BZF,08/21/2022,11/24/2022,12:5 PM,7:29 PM,American,40,2
1393,ESP,PMP,11/16/2022,08/16/2022,9:44 AM,11:58 AM,United,222,15
9935,YCY,BFO,02/14/2022,04/27/2022,3:16 AM,1:57 AM,American,281,22
2677,BZF,BZF,06/08/2022,07/06/2022,2:10 PM,8:7 AM,American,263,23
4996,BFX,PMP,10/29/2022,10/27/2022,11:13 AM,7:36 PM,United,103,9
3960,BCI,YFX,12/06/2022,09/19/2022,2:29 AM,9:35 PM,American,229,9
6828,BFX,BZF,02/27/2022,12/20/2022,10:15 AM,7:26 PM,American,159,2
4730,BZF,BFX,03/08/2022,07/04/2022,5:0 AM,7:1 AM,Delta,238,5
8120,ESP,YFX,04/30/2022,04/24/2022,4:23 AM,9:30 AM,Delta,263,23
2802,BZB,YFX,10/13/2022,05/12/2022,3:9 PM,3:41 PM,Delta,268,2
5131,YFX,BZB,10/18/2022,10/07/2022,10:47 AM,3:33 AM,Delta,123,7
2812,BZB,YCY,07/17/2022,03/29/2022,12:0 PM,10:50 AM,American,42,23
9047,BZF,YCY,06/19/2022,03/20/2022,6:7 AM,6:59 AM,American,40,15
1838,FYM,YCY,11/29/2022,03/03/2022,6:12 PM,9:59 PM,United,77,3
6085,YCY,BZF,09/04/2022,12/19/2022,4:45 PM,1:22 AM,American,14,4
9730,YCY,BZF,04/28/2022,01/14/2022,4:8 AM,3:11 PM,Delta,133,7
8491,YFX,YFX,01/08/2022,04/20/2022,12:7 PM,12:37 AM,American,257,20
9053,YCY,BZF,05/01/2022,05/07/2022,5:53 AM,5:16 AM,Delta,458,6
9809,BCI,BZF,11/29/2022,08/23/2022,3:4 PM,6:34 AM,American,12,20
4205,BFO,BCI,06/10/2022,08/23/2022,8:15 AM,7:52 AM,Delta,29,13
1722,FYM,ESP,10/12/2022,10/16/2022,8:4 AM,6:23 PM,American,156,10
1179,BFX,PMP,11/26/2022,10/17/2022,11:1 PM,1:35 PM,United,70,12
9593,ESP,BZB,04/05/2022,12/16/2022,8:9 AM,12:43 AM,Delta,57,1
9822,BCI,YFX,07/15/2022,08/10/2022,9:45 PM,1:6 PM,American,181,15
6745,BFO,BZF,11/04/2022,04/05/2022,4:37 PM,12:3 PM,Delta,380,16
7959,BCI,BZB,11/25/2022,03/02/2022,5:5 PM,5:36 AM,United,399,9
1528,BFO,BZB,06/21/2022,05/17/2022,6:24 AM,10:24 AM,United,400,13
8391,FYM,YCY,02/11/2022,10/26/2022,10:0 AM,9:19 PM,United,161,16
2066,YFX,YCY,09/04/2022,11/11/2022,2:3 AM,6:18 PM,United,331,19
7307,BFX,BFO,12/12/2022,05/28/2022,6:33 AM,9:57 AM,American,175,17
6578,BFX,BZF,11/16/2022,02/28/2022,10:23 PM,2:23 PM,American,423,8
9879,BFX,BZF,12/23/2022,11/23/2022,4:32 AM,5:48 PM,United,19,3
3539,FYM,PMP,08/19/2022,11/16/2022,7:29 PM,9:40 AM,United,280,7
9878,YFX,PMP,09/21/2022,02/02/2022,2:16 AM,9:29 AM,Delta,297,9
4117,YFX,BCI,10/17/2022,11/18/2022,8:12 AM,6:14 PM,United,395,15
1261,BZF,FYM,12/11/2022,03/18/2022,10:41 AM,10:34 AM,American,16,15
1985,YFX,ESP,08/12/2022,09/09/2022,10:6 AM,2:25 AM,Delta,482,3
5653,YFX,BFX,09/22/2022,04/17/2022,3:55 AM,2:1 PM,United,425,8
2939,ESP,BFO,07/19/2022,04/21/2022,3:30 AM,1:55 PM,United,484,16
7383,PMP,BFX,12/22/2022,08/17/2022,4:21 PM,5:18 PM,American,295,15
5469,YFX,BFO,11/14/2022,11/14/2022,5:26 AM,1:46 PM,United,123,14
6919,BFO,FYM,11/05/2022,06/15/2022,10:49 PM,8:44 AM,Delta,214,11
6345,FYM,YCY,11/03/2022,05/05/2022,1:46 PM,1:48 AM,American,461,23
5292,BFO,BZF,10/28/2022,07/01/2022,6:7 AM,12:47 AM,Delta,413,12
1842,BZB,BFX,08/29/2022,12/19/2022,8:46 AM,2:23 PM,United,25,9
8412,BFX,BZB,07/30/2022,05/20/2022,6:15 AM,12:57 AM,American,234,18
3351,YFX,BZF,09/26/2022,03/26/2022,9:6 AM,5:18 PM,United,413,5
2863,BZB,YFX,06/20/2022,06/19/2022,2:3 AM,8:23 PM,Delta,19,10
5804,ESP,PMP,07/24/2022,01/29/2022,2:16 AM,12:16 PM,United,154,15
2918,BZB,BZB,08/14/2022,07/16/2022,8:17 AM,2:50 AM,American,372,24
5600,BZB,BCI,11/03/2022,06/21/2022,8:48 PM,2:42 PM,United,330,16
